image_path,label_path,stem,image_name,source_folder,split
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Frontal/anonymous_003-008-621-00_1729084830092_Frontal_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Frontal/anonymous_003-008-621-00_1729084830092_Frontal_View.txt,anonymous_003-008-621-00_1729084830092_Frontal_View,anonymous_003-008-621-00_1729084830092_Frontal_View.jpg,no_retractors/Frontal,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Frontal/anonymous_003-008-625-00_1729089968039_Frontal_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Frontal/anonymous_003-008-625-00_1729089968039_Frontal_View.txt,anonymous_003-008-625-00_1729089968039_Frontal_View,anonymous_003-008-625-00_1729089968039_Frontal_View.jpg,no_retractors/Frontal,val
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Frontal/anonymous_003-008-816-00_1729939059509_Frontal_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Frontal/anonymous_003-008-816-00_1729939059509_Frontal_View.txt,anonymous_003-008-816-00_1729939059509_Frontal_View,anonymous_003-008-816-00_1729939059509_Frontal_View.jpg,no_retractors/Frontal,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Frontal/anonymous_003-008-977-00_1730895561784_Frontal_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Frontal/anonymous_003-008-977-00_1730895561784_Frontal_View.txt,anonymous_003-008-977-00_1730895561784_Frontal_View,anonymous_003-008-977-00_1730895561784_Frontal_View.jpg,no_retractors/Frontal,test
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Frontal/anonymous_003_007_423_00_1728457856133_Frontal_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Frontal/anonymous_003_007_423_00_1728457856133_Frontal_View.txt,anonymous_003_007_423_00_1728457856133_Frontal_View,anonymous_003_007_423_00_1728457856133_Frontal_View.jpg,no_retractors/Frontal,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Frontal/anonymous_003_103_310_00_1727879635589_Frontal_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Frontal/anonymous_003_103_310_00_1727879635589_Frontal_View.txt,anonymous_003_103_310_00_1727879635589_Frontal_View,anonymous_003_103_310_00_1727879635589_Frontal_View.jpg,no_retractors/Frontal,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-1039-00_1731308349671_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-1039-00_1731308349671_Left_Lateral_View.txt,anonymous_003-007-1039-00_1731308349671_Left_Lateral_View,anonymous_003-007-1039-00_1731308349671_Left_Lateral_View.jpg,no_retractors/Left_Lateral,val
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-1066-00_1731400435441_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-1066-00_1731400435441_Left_Lateral_View.txt,anonymous_003-007-1066-00_1731400435441_Left_Lateral_View,anonymous_003-007-1066-00_1731400435441_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-1214-00_1732862917124_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-1214-00_1732862917124_Left_Lateral_View.txt,anonymous_003-007-1214-00_1732862917124_Left_Lateral_View,anonymous_003-007-1214-00_1732862917124_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-1216-00_1732864099480_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-1216-00_1732864099480_Left_Lateral_View.txt,anonymous_003-007-1216-00_1732864099480_Left_Lateral_View,anonymous_003-007-1216-00_1732864099480_Left_Lateral_View.jpg,no_retractors/Left_Lateral,val
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-1363-00_1733726568839_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-1363-00_1733726568839_Left_Lateral_View.txt,anonymous_003-007-1363-00_1733726568839_Left_Lateral_View,anonymous_003-007-1363-00_1733726568839_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-609-00_1729062135762_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-609-00_1729062135762_Left_Lateral_View.txt,anonymous_003-007-609-00_1729062135762_Left_Lateral_View,anonymous_003-007-609-00_1729062135762_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-611-00_1729064406517_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-611-00_1729064406517_Left_Lateral_View.txt,anonymous_003-007-611-00_1729064406517_Left_Lateral_View,anonymous_003-007-611-00_1729064406517_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-628-00_1729139603004_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-628-00_1729139603004_Left_Lateral_View.txt,anonymous_003-007-628-00_1729139603004_Left_Lateral_View,anonymous_003-007-628-00_1729139603004_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-642-00_1729154783455_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-642-00_1729154783455_Left_Lateral_View.txt,anonymous_003-007-642-00_1729154783455_Left_Lateral_View,anonymous_003-007-642-00_1729154783455_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-663-00_1729231959410_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-663-00_1729231959410_Left_Lateral_View.txt,anonymous_003-007-663-00_1729231959410_Left_Lateral_View,anonymous_003-007-663-00_1729231959410_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-673-00_1729239709286_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-673-00_1729239709286_Left_Lateral_View.txt,anonymous_003-007-673-00_1729239709286_Left_Lateral_View,anonymous_003-007-673-00_1729239709286_Left_Lateral_View.jpg,no_retractors/Left_Lateral,test
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-810-00_1729925219683_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-810-00_1729925219683_Left_Lateral_View.txt,anonymous_003-007-810-00_1729925219683_Left_Lateral_View,anonymous_003-007-810-00_1729925219683_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-919-00_1730693501822_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-919-00_1730693501822_Left_Lateral_View.txt,anonymous_003-007-919-00_1730693501822_Left_Lateral_View,anonymous_003-007-919-00_1730693501822_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-950-00_1730792603619_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-950-00_1730792603619_Left_Lateral_View.txt,anonymous_003-007-950-00_1730792603619_Left_Lateral_View,anonymous_003-007-950-00_1730792603619_Left_Lateral_View.jpg,no_retractors/Left_Lateral,test
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-962-00_1730870024975_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-962-00_1730870024975_Left_Lateral_View.txt,anonymous_003-007-962-00_1730870024975_Left_Lateral_View,anonymous_003-007-962-00_1730870024975_Left_Lateral_View.jpg,no_retractors/Left_Lateral,test
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-007-987-00_1730958766991_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-007-987-00_1730958766991_Left_Lateral_View.txt,anonymous_003-007-987-00_1730958766991_Left_Lateral_View,anonymous_003-007-987-00_1730958766991_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-1052-00_1731329608354_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-1052-00_1731329608354_Left_Lateral_View.txt,anonymous_003-008-1052-00_1731329608354_Left_Lateral_View,anonymous_003-008-1052-00_1731329608354_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-1116-00_1732364867658_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-1116-00_1732364867658_Left_Lateral_View.txt,anonymous_003-008-1116-00_1732364867658_Left_Lateral_View,anonymous_003-008-1116-00_1732364867658_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-1140-00_1732538036389_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-1140-00_1732538036389_Left_Lateral_View.txt,anonymous_003-008-1140-00_1732538036389_Left_Lateral_View,anonymous_003-008-1140-00_1732538036389_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-1188-00_1732714947165_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-1188-00_1732714947165_Left_Lateral_View.txt,anonymous_003-008-1188-00_1732714947165_Left_Lateral_View,anonymous_003-008-1188-00_1732714947165_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-619-00_1729080900725_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-619-00_1729080900725_Left_Lateral_View.txt,anonymous_003-008-619-00_1729080900725_Left_Lateral_View,anonymous_003-008-619-00_1729080900725_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-621-00_1729084830092_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-621-00_1729084830092_Left_Lateral_View.txt,anonymous_003-008-621-00_1729084830092_Left_Lateral_View,anonymous_003-008-621-00_1729084830092_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-625-00_1729089968039_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-625-00_1729089968039_Left_Lateral_View.txt,anonymous_003-008-625-00_1729089968039_Left_Lateral_View,anonymous_003-008-625-00_1729089968039_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-687-00_1729259500783_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-687-00_1729259500783_Left_Lateral_View.txt,anonymous_003-008-687-00_1729259500783_Left_Lateral_View,anonymous_003-008-687-00_1729259500783_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-727-00_1729516303649_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-727-00_1729516303649_Left_Lateral_View.txt,anonymous_003-008-727-00_1729516303649_Left_Lateral_View,anonymous_003-008-727-00_1729516303649_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-860-00_1730202956330_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-860-00_1730202956330_Left_Lateral_View.txt,anonymous_003-008-860-00_1730202956330_Left_Lateral_View,anonymous_003-008-860-00_1730202956330_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003-008-977-00_1730895561784_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003-008-977-00_1730895561784_Left_Lateral_View.txt,anonymous_003-008-977-00_1730895561784_Left_Lateral_View,anonymous_003-008-977-00_1730895561784_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_367_00_1728117213404_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_367_00_1728117213404_Left_Lateral_View.txt,anonymous_003_007_367_00_1728117213404_Left_Lateral_View,anonymous_003_007_367_00_1728117213404_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_393_00_1728363083249_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_393_00_1728363083249_Left_Lateral_View.txt,anonymous_003_007_393_00_1728363083249_Left_Lateral_View,anonymous_003_007_393_00_1728363083249_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_423_00_1728457856133_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_423_00_1728457856133_Left_Lateral_View.txt,anonymous_003_007_423_00_1728457856133_Left_Lateral_View,anonymous_003_007_423_00_1728457856133_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_456_00_1728557521037_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_456_00_1728557521037_Left_Lateral_View.txt,anonymous_003_007_456_00_1728557521037_Left_Lateral_View,anonymous_003_007_456_00_1728557521037_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_470_00_1728624071317_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_470_00_1728624071317_Left_Lateral_View.txt,anonymous_003_007_470_00_1728624071317_Left_Lateral_View,anonymous_003_007_470_00_1728624071317_Left_Lateral_View.jpg,no_retractors/Left_Lateral,test
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_472_00_1728627301290_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_472_00_1728627301290_Left_Lateral_View.txt,anonymous_003_007_472_00_1728627301290_Left_Lateral_View,anonymous_003_007_472_00_1728627301290_Left_Lateral_View.jpg,no_retractors/Left_Lateral,val
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_477_00_1728636023690_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_477_00_1728636023690_Left_Lateral_View.txt,anonymous_003_007_477_00_1728636023690_Left_Lateral_View,anonymous_003_007_477_00_1728636023690_Left_Lateral_View.jpg,no_retractors/Left_Lateral,train
/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Images/no_retractors/Left_Lateral/anonymous_003_007_482_00_1728640974225_Left_Lateral_View.jpg,/content/drive/MyDrive/DIS_PROJESI_007/data_extracted/intraoral_caries/Dataset/Annotations/Darknet_YOLO/no_retractors/Left_Lateral/anonymous_003_007_482_00_1728640974225_Left_Lateral_View.txt,anonymous_003_007_482_00_1728640974225_Left_Lateral_View,anonymous_003_007_482_00_1728640974225_Left_Lateral_View.jpg,no_retractors/Left_Lateral,val
